iters,samples,run,guessed_password,success,runtime_ns,avg_gap_ns,avg_gap_ratio
10000,1,43,r4nd617eab,false,57235300,13310,26.577816140659188
10000,1,44,r4ndhFaxaY,false,57001600,13760,30.342111896596812
10000,1,45,r4ndd9lc6e,false,57111400,24080,26.644749724890538
10000,1,46,r4nd%We5ZV,false,56972400,19470,26.582125116300205
10000,1,47,r4Qhl15tj*,false,32759200,13360,26.797907310429064
10000,1,48,r4nd*6$pb2,false,57295300,21450,26.819806950823505
10000,1,49,r4ndo%@SIN,false,66777800,14020,26.64116470998544
10000,1,50,r4ndAa3i2a,false,57264700,10080,26.740967098217215
10000,10,1,r4ndomP@ss,true,805018000,22460,52.12662852313789
10000,10,2,r4ndomP@ss,true,805905800,21652,51.893981686520746
10000,10,3,r4ndomP@ss,true,806978000,21871.7,52.12410573017581
10000,10,4,r4ndomP@ss,true,807047200,22765,52.10440226965899
10000,10,5,r4ndomP@ss,true,803467400,22778.2,52.14307066838853
10000,10,6,r4ndomP@ss,true,804736800,21569.9,52.12267204968998
10000,10,7,r4ndomP@ss,true,804153800,20528.3,51.835531426581234
10000,10,8,r4ndomP@ss,true,803987300,22866.9,51.80946978480618
10000,10,9,r4ndomP@ss,true,804127700,20835.1,39.66500326727595
10000,10,10,r4ndomP@ss,true,809208100,18508.2,51.809288439099795
10000,10,11,r4ndomP@ss,true,807820600,18218.5,39.73393080167669
10000,10,12,r4ndoma4hy,false,699549700,12230,77.95389417594814
10000,10,13,r4ndomP@ss,true,809190200,19406.7,51.79601328292115
10000,10,14,r4ndomP@ss,true,804360400,22055.1,51.83373565716791
10000,10,15,r4ndomP@ss,true,806523700,21038.4,52.11344896602536
10000,10,16,r4ndawHRGa,false,538575100,8775.1,52.04191098675403
10000,10,17,r4ndomP@ss,true,805173500,21298.3,52.12383428312232
10000,10,18,r4ndomP@ss,true,803898200,19421.8,52.07230292438932
10000,10,19,r4ndomP@ss,true,804027900,20323.4,51.85930564140008
10000,10,20,r4ndomP@ss,true,808352500,17781.8,52.09304381395391
10000,10,21,r4ndomP@ss,true,803588800,21613.5,51.86910636994139
10000,10,22,r4ndoaOHaI,false,626387700,12149.9,51.82419004745293
10000,10,23,r4ndomP@ss,true,804209200,20253.6,51.71665626239269
10000,10,24,r4ndomP@ss,true,806254100,22383.3,78.40579592850028
10000,10,25,r4ndomP@ss,true,805888200,20710,52.11682658282062
10000,10,26,r4ndomP@ss,true,805334100,20920,52.10866966452581
10000,10,27,r4ndomP@ss,true,804688600,23415,51.91712827231241
10000,10,28,r4ndomP@ss,true,804716700,20878.6,52.11905295465406
10000,10,29,r4ndomP@ss,true,803748200,22128.5,52.1425429548201
10000,10,30,r4ndomP@ss,true,804095600,21116.9,51.82534982709719
10000,10,31,r4ndomP@ss,true,805873100,19623.5,39.91082410752173
10000,10,32,r4ndomP@ss,true,806256800,20491.6,51.793006502001504
10000,10,33,r4ndomP@ss,true,803726600,22308.5,39.76067187972259
10000,10,34,r4ndomP@ss,true,803654500,21863.2,40.11918496313098
10000,10,35,r4ndomP@ss,true,811515700,18016.6,52.08464267243848
10000,10,36,r4ndomP@ss,true,807829200,20428.4,51.84439371909
10000,10,37,r4ndomP@ss,true,806387400,22711.8,39.777642860738624
10000,10,38,r4nda%exry,false,539114400,8091.8,52.0775631968742
10000,10,39,r4ndomP@ss,true,804754500,21473.1,52.119471040001805
10000,10,40,r4ndomP@ss,true,804943900,19255.1,52.10669222253922
10000,10,41,r4ndomP@ss,true,803270700,21480,52.12953822209134
10000,10,42,r4ndomP@ss,true,804779300,18889.9,52.08079593481335
10000,10,43,r4ndomP@ss,true,804749000,21865.1,51.80053200943572
10000,10,44,r4ndomP@ss,true,803008700,22738.3,39.773824660264694
10000,10,45,r4ndomP@ss,true,803383200,20625.1,78.4062275835614
10000,10,46,r4ndomP@ss,true,802506800,18116.9,39.744369718846336
10000,10,47,r4ndomP@ss,true,805870200,19988.4,52.11075949264887
10000,10,48,r4ndomP@ss,true,804240600,22356.7,52.14344805708648
10000,10,49,r4ndomP@ss,true,803562600,23840,51.88180485448447
10000,10,50,r4ndomP@ss,true,806080000,19908.4,52.1126049837363
10000,20,1,r4ndomP@ss,true,1605222800,23221.6,63.3412003888393
10000,20,2,r4ndomP@ss,true,1605118200,23352.6,63.3422405441588
10000,20,3,r4ndomP@ss,true,1603313500,22722.6,63.33949826983481
10000,20,4,r4ndomP@ss,true,1605158800,23171,63.280216598795825
10000,20,5,r4ndomP@ss,true,1609612300,20530,63.27977141305142
10000,20,6,r4ndomP@ss,true,1608066600,22776.7,78.39400077855359
10000,20,7,r4ndomP@ss,true,1607384300,22304.3,63.30381302239042
10000,20,8,r4ndomP@ss,true,1606134600,23430.8,53.105484718957065
10000,20,9,r4ndomP@ss,true,1604141600,23106.7,63.33879479851693
10000,20,10,r4ndomP@ss,true,1603793800,23619.9,63.08329452629113
10000,20,11,r4ndomP@ss,true,1605785200,22420.9,63.340179709117784
10000,20,12,r4ndomP@ss,true,1612497700,22433.4,63.33639603876439
10000,20,13,r4ndomP@ss,true,1613107400,22656.8,45.52283585283091
10000,20,14,r4ndomP@ss,true,1611731200,23469.1,63.04739981353382
10000,20,15,r4ndomP@ss,true,1605462900,23480.9,78.42097818628541
10000,20,16,r4ndomP@ss,true,1604678000,24027.6,63.05323814483817
10000,20,17,r4ndomP@ss,true,1608244700,23744.4,63.36114172299227
10000,20,18,r4ndomP@ss,true,1607290700,23354.2,52.13720483007886
10000,20,19,r4ndomP@ss,true,1609667300,20110.9,78.01140547404067
10000,20,20,r4ndomP@ss,true,1608186700,22844.9,35.146625589871164
10000,20,21,r4ndomP@ss,true,1604596900,23362.5,63.36708600823728
10000,20,22,r4ndomP@ss,true,1603610100,23325.1,63.354209141951515
10000,20,23,r4ndomP@ss,true,1608978700,23660.1,51.957834864864495
10000,20,24,r4ndomP@ss,true,1606551400,24288.2,78.43841299650974
10000,20,25,r4ndomP@ss,true,1605689900,23695.7,51.86933600592211
10000,20,26,r4ndomP@ss,true,1605329900,23805.9,78.42629808401628
10000,20,27,r4ndomP@ss,true,1614059100,23189.3,52.1393850329065
10000,20,28,r4ndomP@ss,true,1620644800,22050.1,64.06069521716451
10000,20,29,r4ndomP@ss,true,1614323700,21726.7,63.30277198840429
10000,20,30,r4ndomP@ss,true,1611449400,21462.4,52.12877189587228
10000,20,31,r4ndomP@ss,true,1606737800,23904.1,63.334698206495716
10000,20,32,r4ndomP@ss,true,1605124600,21824.1,63.292859869439596
10000,20,33,r4ndomP@ss,true,1606644800,23078.7,63.33953858316746
10000,20,34,r4ndomP@ss,true,1606269500,24375,52.15665667322048
10000,20,35,r4ndomP@ss,true,1605232800,23817.5,62.96832067106128
10000,20,36,r4ndomP@ss,true,1609041600,22253.4,63.30883450617637
10000,20,37,r4ndomP@ss,true,1605311900,23875,63.01172498352672
10000,20,38,r4ndomP@ss,true,1606199000,23853.3,35.15369472431742
10000,20,39,r4ndomP@ss,true,1610681600,22583.4,63.21369544517431
10000,20,40,r4ndomP@ss,true,1605436900,23715.2,62.9789770234875
10000,20,41,r4ndomP@ss,true,1607462500,23265.2,52.14427849250384
10000,20,42,r4ndomP@ss,true,1610414700,21064.3,63.31508663058264
10000,20,43,r4ndomP@ss,true,1607709100,22723.4,63.02238652595552
10000,20,44,r4ndomP@ss,true,1607398500,22764.9,63.340261430302704
10000,20,45,r4ndomP@ss,true,1605811800,23092.5,63.34857267846795
10000,20,46,r4ndomP@ss,true,1608260100,23717.5,78.63779556029613
10000,20,47,r4ndomP@ss,true,1616220500,23155.9,63.0399382774615
10000,20,48,r4ndomP@ss,true,1614893100,23018.2,63.73669701702526
10000,20,49,r4ndomP@ss,true,1617560900,22555.2,63.45605082986549
10000,20,50,r4ndomP@ss,true,1605229900,21294.1,78.39997084847919
10000,50,1,r4ndomP@ss,true,4018046200,23751.3,78.4398025937434
10000,50,2,r4ndomP@ss,true,4024906300,23183.6,65.1682012900587
10000,50,3,r4ndomP@ss,true,4007878400,24552.7,78.44638098331203
10000,50,4,r4ndomP@ss,true,4016242100,23884.2,72.00297591046072
10000,50,5,r4ndomP@ss,true,4038094800,23377.3,71.99380280615114
10000,50,6,r4ndomP@ss,true,4014520700,24021.6,71.996668366501
10000,50,7,r4ndomP@ss,true,4036621000,23340.8,85.66684456127311
10000,50,8,r4ndomP@ss,true,4025311700,23688.3,64.91695233031102
10000,50,9,r4ndomP@ss,true,4013655000,24176,64.9212274974997
10000,50,10,r4ndomP@ss,true,4010982200,24093.3,86.16483889908577
10000,50,11,r4ndomP@ss,true,4015129000,24448.1,64.92313315620382
10000,50,12,r4ndomP@ss,true,4014776300,23692.7,78.43952642361752
10000,50,13,r4ndomP@ss,true,4010853100,23582.7,86.13902596511394
10000,50,14,r4ndomP@ss,true,4011705700,24281.7,86.17030578473349
10000,50,15,r4ndomP@ss,true,4013564100,24503.1,86.16814784186785
10000,50,16,r4ndomP@ss,true,4046359800,23067.2,78.43139019390212
10000,50,17,r4ndomP@ss,true,4013342800,23953.7,86.15894794821028
10000,50,18,r4ndomP@ss,true,4030786000,21942.5,46.86259892816027
10000,50,19,r4ndomP@ss,true,4014218300,24303.1,78.44195298871497
10000,50,20,r4ndomP@ss,true,4009720000,24396.2,64.92242754985821
10000,50,21,r4ndomP@ss,true,4014455200,24264.9,78.44763212383361
10000,50,22,r4ndomP@ss,true,4009838900,24258.1,86.1666286788218
10000,50,23,r4ndomP@ss,true,4008969700,23739.7,78.43950673306378
10000,50,24,r4ndomP@ss,true,4031480300,23447.4,85.92957288545246
10000,50,25,r4ndomP@ss,true,4013809300,23592.7,56.35658825820855
10000,50,26,r4ndomP@ss,true,4013326800,23533.1,85.67541136552681
10000,50,27,r4ndomP@ss,true,4012325600,23424.5,78.43742446970224
10000,50,28,r4ndomP@ss,true,4009362900,23454,78.42202702541992
10000,50,29,r4ndomP@ss,true,4009908600,24333.3,78.44386455989118
10000,50,30,r4ndomP@ss,true,4029533900,24093.7,78.15486692022009
10000,50,31,r4ndomP@ss,true,4012341300,23734.9,71.5746305171389
10000,50,32,r4ndomP@ss,true,4015147700,23715.3,86.14901465190974
10000,50,33,r4ndomP@ss,true,4032557300,23962.2,79.34143928968258
10000,50,34,r4ndomP@ss,true,4017015100,24248.6,86.09492375170508
10000,50,35,r4ndomP@ss,true,4027699400,23464.4,78.41620640784465
10000,50,36,r4ndomP@ss,true,4012306900,23408.7,86.13511399631984
10000,50,37,r4ndomP@ss,true,4014641200,23970.3,86.1687727825556
10000,50,38,r4ndomP@ss,true,4011105000,23977.1,86.15811300942882
10000,50,39,r4ndomP@ss,true,4010143100,24070.1,86.15455917573735
10000,50,40,r4ndomP@ss,true,4016347600,24160.5,77.9973936600212
10000,50,41,r4ndomP@ss,true,4009566400,24377,86.16993859675857
10000,50,42,r4ndomP@ss,true,4009568700,24318.4,85.68849885952046
10000,50,43,r4ndomP@ss,true,4010693200,23755,78.42505304464177
10000,50,44,r4ndomP@ss,true,4018174100,23681,86.16697700576468
10000,50,45,r4ndomP@ss,true,4017774200,24430.6,78.88547125064099
10000,50,46,r4ndomP@ss,true,4010360300,23974.5,85.94010026546263
10000,50,47,r4ndomP@ss,true,4010504200,23525.9,86.14279039445694
10000,50,48,r4ndomP@ss,true,4009068400,24049,60.199657922434675
10000,50,49,r4ndomP@ss,true,4012110700,23658.3,60.82904995062383
10000,50,50,r4ndomP@ss,true,4013994600,23016.4,86.16055950703725
10000,100,1,r4ndomP@ss,true,8034471900,23400.4,66.15252338214736
10000,100,2,r4ndomP@ss,true,8021565200,24323.7,85.68803973283917
10000,100,3,r4ndomP@ss,true,8014422700,24272.7,91.7043376356761
10000,100,4,r4ndomP@ss,true,8015282600,24351.7,92.24120920590896
10000,100,5,r4ndomP@ss,true,8040265300,23777.5,91.7311687414171
10000,100,6,r4ndomP@ss,true,8019289900,24535.8,78.44194093151171
10000,100,7,r4ndomP@ss,true,8018663900,24219.2,74.02865850512623
10000,100,8,r4ndomP@ss,true,8018429400,24329.6,83.41763284310655
10000,100,9,r4ndomP@ss,true,8045072600,23288.5,83.42169607783488
10000,100,10,r4ndomP@ss,true,8017022600,24161.8,83.42806052362002
10000,100,11,r4ndomP@ss,true,8016469200,24258.9,64.92186294520445
10000,100,12,r4ndomP@ss,true,8045741500,24048.5,86.16964931897347
10000,100,13,r4ndomP@ss,true,8022884200,24231.9,92.23283199735222
10000,100,14,r4ndomP@ss,true,8017765900,24176.3,78.44230325493706
10000,100,15,r4ndomP@ss,true,8028834800,24353.5,71.99543941692505
10000,100,16,r4ndomP@ss,true,8038014300,23618.6,92.23220208496569
10000,100,17,r4ndomP@ss,true,8071767500,23245.8,92.23608622499137
10000,100,18,r4ndomP@ss,true,8150257000,24820.1,84.39963253877212
10000,100,19,r4ndomP@ss,true,8175382400,25046.9,84.3991306263443
10000,100,20,r4ndomP@ss,true,8163878400,24322.3,84.38345681026493
10000,100,21,r4ndomP@ss,true,8143312100,25085.6,83.7381365436479
10000,100,22,r4ndomP@ss,true,8124973600,25166.5,83.90484970562721
10000,100,23,r4ndomP@ss,true,8128225000,24795.4,92.44190059252442
10000,100,24,r4ndomP@ss,true,8147063100,23819.1,63.35189224794514
10000,100,25,r4ndomP@ss,true,8132158000,24905.9,79.82534334487922
10000,100,26,r4ndomP@ss,true,8124612700,23791.2,57.07184944705839
10000,100,27,r4ndomP@ss,true,8111643300,25027.5,83.90604219915552
10000,100,28,r4ndomP@ss,true,8132265500,24093.9,83.86815636638472
10000,100,29,r4ndomP@ss,true,8119366000,24832.1,86.69584893113547
10000,100,30,r4ndomP@ss,true,8102978900,25002.1,83.9190669812178
10000,100,31,r4ndomP@ss,true,8137374400,24926.9,92.24907401488
10000,100,32,r4ndomP@ss,true,8187037500,24399.1,87.67787301348304
10000,100,33,r4ndomP@ss,true,8156153500,24138.5,69.06360544458087
10000,100,34,r4ndomP@ss,true,8112696200,25071.4,86.7578906153096
10000,100,35,r4ndomP@ss,true,8123941000,24892.7,83.89879971245499
10000,100,36,r4ndomP@ss,true,8138786600,24635.7,83.89925564660636
10000,100,37,r4ndomP@ss,true,8120085400,24562.2,60.70499606035869
10000,100,38,r4ndomP@ss,true,8136455900,24647.8,92.77360280566108
10000,100,39,r4ndomP@ss,true,8111837000,24941.8,78.45862207643711
10000,100,40,r4ndomP@ss,true,8113160000,25086.1,83.90704975775749
10000,100,41,r4ndomP@ss,true,8116933400,24893.4,60.5405091209963
10000,100,42,r4ndomP@ss,true,8120390700,23959.3,83.92413653235123
10000,100,43,r4ndomP@ss,true,8120472600,24438.4,78.8557007407006
10000,100,44,r4ndomP@ss,true,8127112400,25159.1,83.9172414472735
10000,100,45,r4ndomP@ss,true,8071943600,24017.8,84.38494375821071
10000,100,46,r4ndomP@ss,true,8019700200,24318.3,83.33039010724875
10000,100,47,r4ndomP@ss,true,8017728400,24150.8,83.41761145083414
10000,100,48,r4ndomP@ss,true,8021339400,23996.6,91.7583182673877
10000,100,49,r4ndomP@ss,true,8083046300,24276.6,92.23857563853252
10000,100,50,r4ndomP@ss,true,8056233600,23587.2,86.15938159604829
10000,200,1,r4ndomP@ss,true,16041990800,23962.9,84.24970122644237
10000,200,2,r4ndomP@ss,true,16070851300,23650.4,95.6093179382469
10000,200,3,r4ndomP@ss,true,16049049300,24479.4,92.24385746499428
10000,200,4,r4ndomP@ss,true,16079099100,23381.9,92.23816579443675
10000,200,5,r4ndomP@ss,true,16034441200,24024,92.25868634123889
10000,200,6,r4ndomP@ss,true,16059717700,23918.7,95.61301360177995
10000,200,7,r4ndomP@ss,true,16047830200,23979,95.61462057720158
10000,200,8,r4ndomP@ss,true,16094508700,23568.2,75.21178937016208
10000,200,9,r4ndomP@ss,true,16047695800,24383,54.42255774025781
10000,200,10,r4ndomP@ss,true,16057447200,24290.5,59.126166373393836
10000,200,11,r4ndomP@ss,true,16025651700,24082.6,92.13570419217359
10000,200,12,r4ndomP@ss,true,16045961700,23750.8,95.61315501265986
10000,200,13,r4ndomP@ss,true,16032110000,24182.2,58.87641499319934
10000,200,14,r4ndomP@ss,true,16033285800,24219.2,92.24489115409526
10000,200,15,r4ndomP@ss,true,16056095700,23982,86.16824007952168
10000,200,16,r4ndomP@ss,true,16041741000,23939.6,83.42787392223228
10000,200,17,r4ndomP@ss,true,16060010000,24623.2,78.44329109124305
10000,200,18,r4ndomP@ss,true,16025777300,23993,95.61493560171354
10000,200,19,r4ndomP@ss,true,16048533900,23951.2,95.61484507036951
10000,200,20,r4ndomP@ss,true,16036572200,24099.8,95.08204519604035
10000,200,21,r4ndomP@ss,true,16056253300,23899,99.24145822555823
10000,200,22,r4ndomP@ss,true,16156630300,23827.2,92.23975708796465
10000,200,23,r4ndomP@ss,true,16050417200,23909.8,92.23840939728954
10000,200,24,r4ndomP@ss,true,16030203500,24070.1,92.24292618868775
10000,200,25,r4ndomP@ss,true,16064330800,23922.4,86.16227099620194
10000,200,26,r4ndomP@ss,true,16042511900,23993.8,76.17038321209918
10000,200,27,r4ndomP@ss,true,16048314200,24533.8,95.61897358509397
10000,200,28,r4ndomP@ss,true,16031676600,23640.1,89.09900946833228
10000,200,29,r4ndomP@ss,true,16065885400,23715.5,86.16234479879229
10000,200,30,r4ndomP@ss,true,16047587400,24025.9,93.06001173196502
10000,200,31,r4ndomP@ss,true,16021243200,24422.6,92.2428085229795
10000,200,32,r4ndomP@ss,true,16033504800,23842,92.2388605498762
10000,200,33,r4ndomP@ss,true,16038289500,23819.9,88.59759034804962
10000,200,34,r4ndomP@ss,true,16020042700,24205.5,92.24188659815758
10000,200,35,r4ndomP@ss,true,16040954900,24063.2,71.44017276074538
10000,200,36,r4ndomP@ss,true,16022401100,24456.1,78.44975208499686
10000,200,37,r4ndomP@ss,true,16080182600,23590.8,86.16803303045661
10000,200,38,r4ndomP@ss,true,16025664000,24139.8,95.60787918809368
10000,200,39,r4ndomP@ss,true,16059384300,24061.5,73.61580245226637
10000,200,40,r4ndomP@ss,true,16029983600,24214.9,74.02728349233277
10000,200,41,r4ndomP@ss,true,16070747900,23316.3,74.02351642969049
10000,200,42,r4ndomP@ss,true,16024519000,24356.7,80.85982166465153
10000,200,43,r4ndomP@ss,true,16055203500,23700.9,83.42652193985815
10000,200,44,r4ndomP@ss,true,16020401300,23946,86.16738383901534
10000,200,45,r4ndomP@ss,true,16095603300,22730.5,86.16221375325813
10000,200,46,r4ndomP@ss,true,16029700000,24713.8,70.09240298076774
10000,200,47,r4ndomP@ss,true,16059316300,24191.2,86.01789429793297
10000,200,48,r4ndomP@ss,true,16035174100,24344,80.86242968824841
10000,200,49,r4ndomP@ss,true,16076208100,23162.5,92.23422431817156
10000,200,50,r4ndomP@ss,true,16021846100,24148.5,89.6220587734961
